thyroid cancer,ayurveda,endocrine disorders,https://www.mayoclinic.org/healthy-lifestyle/consumer-health/in-depth/alternative-medicine/art-20045267,1
thyroid diseases,iodine,endocrine disorders,https://scinapse.io/papers/1550596555,1
thyroid diseases,thyroid hormone,endocrine disorders,https://scinapse.io/papers/2130569250,1
thyroid diseases,iodine,endocrine disorders,https://scinapse.io/papers/2056376710,1
thyroid diseases,selenium,endocrine disorders,https://scinapse.io/papers/2771230339,2
thyroid diseases,selenium,endocrine disorders,https://scinapse.io/papers/2771230339,2
thyroid diseases,thyroid hormone,endocrine disorders,https://scinapse.io/papers/1982263054,2
thyroid diseases,water,endocrine disorders,https://scinapse.io/papers/1982263054,2
thyroid diseases,iodine,endocrine disorders,https://scinapse.io/papers/1964802745,2
thyroid diseases,thyroid hormone,endocrine disorders,https://scinapse.io/papers/1964802745,2
thyroid diseases,same,endocrine disorders,https://scinapse.io/papers/2126726883,1
thyroid diseases,holistic,endocrine disorders,https://scinapse.io/papers/2171046904,1
thyroid diseases,same,endocrine disorders,https://scinapse.io/papers/2742789751,2
thyroid diseases,beverages,endocrine disorders,https://scinapse.io/papers/2742789751,2
thyroid diseases,vitamin d,endocrine disorders,https://www.webmd.com/women/hypoparathyroidism-rare#1,3
thyroid diseases,vitamin d,endocrine disorders,https://www.webmd.com/women/hypoparathyroidism-rare#1,3
thyroid diseases,vitamin d,endocrine disorders,https://www.webmd.com/women/hypoparathyroidism-rare#1,3
thyroid diseases,ayurveda,endocrine disorders,https://www.mayoclinic.org/healthy-lifestyle/consumer-health/in-depth/alternative-medicine/art-20045267,1
thyroid nodules,iodine,endocrine disorders,https://scinapse.io/papers/2088995122,1
thyroid nodules,iodine,endocrine disorders,https://scinapse.io/papers/2175330629,2
thyroid nodules,salt,endocrine disorders,https://scinapse.io/papers/2175330629,2
thyroid nodules,iron,endocrine disorders,https://scinapse.io/papers/1483343575,1
thyroid nodules,thyroid hormone,endocrine disorders,https://scinapse.io/papers/1982263054,2
thyroid nodules,water,endocrine disorders,https://scinapse.io/papers/1982263054,2
thyroid nodules,iodine,endocrine disorders,https://scinapse.io/papers/2922466726,1
thyroid nodules,iodine,endocrine disorders,https://scinapse.io/papers/2112706386,1
thyroid nodules,iodine,endocrine disorders,https://scinapse.io/papers/2727169664,3
thyroid nodules,same,endocrine disorders,https://scinapse.io/papers/2727169664,3
thyroid nodules,thyroid hormone,endocrine disorders,https://scinapse.io/papers/2727169664,3
thyroid nodules,coriander,endocrine disorders,https://www.healthyandnaturalworld.com/easy-and-effective-tonic-for-thyroid-disorders-recipe/,9
thyroid nodules,cumin,endocrine disorders,https://www.healthyandnaturalworld.com/easy-and-effective-tonic-for-thyroid-disorders-recipe/,9
thyroid nodules,ginger,endocrine disorders,https://www.healthyandnaturalworld.com/easy-and-effective-tonic-for-thyroid-disorders-recipe/,9
thyroid nodules,ginger,endocrine disorders,https://www.healthyandnaturalworld.com/easy-and-effective-tonic-for-thyroid-disorders-recipe/,9
thyroid nodules,radish,endocrine disorders,https://www.healthyandnaturalworld.com/easy-and-effective-tonic-for-thyroid-disorders-recipe/,9
thyroid nodules,juice,endocrine disorders,https://www.healthyandnaturalworld.com/easy-and-effective-tonic-for-thyroid-disorders-recipe/,9
thyroid nodules,radishes,endocrine disorders,https://www.healthyandnaturalworld.com/easy-and-effective-tonic-for-thyroid-disorders-recipe/,9
thyroid nodules,seeds,endocrine disorders,https://www.healthyandnaturalworld.com/easy-and-effective-tonic-for-thyroid-disorders-recipe/,9
thyroid nodules,water,endocrine disorders,https://www.healthyandnaturalworld.com/easy-and-effective-tonic-for-thyroid-disorders-recipe/,9
thyroid nodules,coconut oil,endocrine disorders,https://forums.webmd.com/3/diet-exchange/forum/3127/30?pg=3,4
thyroid nodules,coconut oil,endocrine disorders,https://forums.webmd.com/3/diet-exchange/forum/3127/30?pg=3,4
thyroid nodules,iodine,endocrine disorders,https://forums.webmd.com/3/diet-exchange/forum/3127/30?pg=3,4
thyroid nodules,oil,endocrine disorders,https://forums.webmd.com/3/diet-exchange/forum/3127/30?pg=3,4
thyroiditis,iodine,endocrine disorders,https://scinapse.io/papers/2735977865,1
thyroiditis,vitamin d,endocrine disorders,https://scinapse.io/papers/2129224052,3
thyroiditis,vitamin d,endocrine disorders,https://scinapse.io/papers/2129224052,3
thyroiditis,vitamin d,endocrine disorders,https://scinapse.io/papers/2129224052,3
thyroiditis,apple,endocrine disorders,https://www.thyroidcentral.com/iodine-hashimotos-disease/,7
thyroiditis,apple cider vinegar,endocrine disorders,https://www.thyroidcentral.com/iodine-hashimotos-disease/,7
thyroiditis,iodine,endocrine disorders,https://www.thyroidcentral.com/iodine-hashimotos-disease/,7
thyroiditis,massage,endocrine disorders,https://www.thyroidcentral.com/iodine-hashimotos-disease/,7
thyroiditis,massage,endocrine disorders,https://www.thyroidcentral.com/iodine-hashimotos-disease/,7
thyroiditis,vinegar,endocrine disorders,https://www.thyroidcentral.com/iodine-hashimotos-disease/,7
thyroiditis,water,endocrine disorders,https://www.thyroidcentral.com/iodine-hashimotos-disease/,7
thyroiditis,soy,endocrine disorders,https://scinapse.io/papers/2752155773,1
thyroiditis,black seed,endocrine disorders,https://www.webmd.com/vitamins-supplements/ingredientreview-901-BLACK+SEED.aspx?pageIndex=2&sortby=3&conditionFilter=-500,3
thyroiditis,black seed,endocrine disorders,https://www.webmd.com/vitamins-supplements/ingredientreview-901-BLACK+SEED.aspx?pageIndex=2&sortby=3&conditionFilter=-500,3
thyroiditis,oil,endocrine disorders,https://www.webmd.com/vitamins-supplements/ingredientreview-901-BLACK+SEED.aspx?pageIndex=2&sortby=3&conditionFilter=-500,3
thyroiditis,iodine,endocrine disorders,https://scinapse.io/papers/2563086009,4
thyroiditis,acupuncture,endocrine disorders,https://scinapse.io/papers/2563086009,4
thyroiditis,acupuncture,endocrine disorders,https://scinapse.io/papers/2563086009,4
thyroiditis,acupuncture,endocrine disorders,https://scinapse.io/papers/2563086009,4
thyroiditis,probiotic,endocrine disorders,https://www.healthfreedoms.org/the-top-4-probiotic-rich-foods-to-improve-gut-health/,4
thyroiditis,beans,endocrine disorders,https://www.healthfreedoms.org/the-top-4-probiotic-rich-foods-to-improve-gut-health/,4
thyroiditis,sugar,endocrine disorders,https://www.healthfreedoms.org/the-top-4-probiotic-rich-foods-to-improve-gut-health/,4
thyroiditis,tea,endocrine disorders,https://www.healthfreedoms.org/the-top-4-probiotic-rich-foods-to-improve-gut-health/,4
tolosa-hunt syndrome,grape seed,autoimmune,https://healingglobe.wordpress.com/2016/,16
tolosa-hunt syndrome,coconut oil,autoimmune,https://healingglobe.wordpress.com/2016/,16
tolosa-hunt syndrome,avocado,autoimmune,https://healingglobe.wordpress.com/2016/,16
tolosa-hunt syndrome,coconut oil,autoimmune,https://healingglobe.wordpress.com/2016/,16
tolosa-hunt syndrome,grape,autoimmune,https://healingglobe.wordpress.com/2016/,16
tolosa-hunt syndrome,huperzine a,autoimmune,https://healingglobe.wordpress.com/2016/,16
tolosa-hunt syndrome,macadamia nut,autoimmune,https://healingglobe.wordpress.com/2016/,16
tolosa-hunt syndrome,marjoram,autoimmune,https://healingglobe.wordpress.com/2016/,16
tolosa-hunt syndrome,olive,autoimmune,https://healingglobe.wordpress.com/2016/,16
tolosa-hunt syndrome,energy medicine,autoimmune,https://healingglobe.wordpress.com/2016/,16
tolosa-hunt syndrome,kinesiology,autoimmune,https://healingglobe.wordpress.com/2016/,16
tolosa-hunt syndrome,avocados,autoimmune,https://healingglobe.wordpress.com/2016/,16
tolosa-hunt syndrome,butter,autoimmune,https://healingglobe.wordpress.com/2016/,16
tolosa-hunt syndrome,egg,autoimmune,https://healingglobe.wordpress.com/2016/,16
tolosa-hunt syndrome,oil,autoimmune,https://healingglobe.wordpress.com/2016/,16
tolosa-hunt syndrome,sugar,autoimmune,https://healingglobe.wordpress.com/2016/,16
tolosa-hunt syndrome,cookies,autoimmune,https://emedicine.medscape.com/article/1161710-overview,1
transverse myelitis,magnetic,autoimmune,https://scinapse.io/papers/2792032374,1
transverse myelitis,vitamin d,autoimmune,https://scinapse.io/papers/1972853140,3
transverse myelitis,vitamin d,autoimmune,https://scinapse.io/papers/1972853140,3
transverse myelitis,vitamin d,autoimmune,https://scinapse.io/papers/1972853140,3
transverse myelitis,calcium,autoimmune,https://scinapse.io/papers/1987453279,6
transverse myelitis,calcium,autoimmune,https://scinapse.io/papers/1987453279,6
transverse myelitis,calcium,autoimmune,https://scinapse.io/papers/1987453279,6
transverse myelitis,vitamin d,autoimmune,https://scinapse.io/papers/1987453279,6
transverse myelitis,vitamin d,autoimmune,https://scinapse.io/papers/1987453279,6
transverse myelitis,vitamin d,autoimmune,https://scinapse.io/papers/1987453279,6
transverse myelitis,melatonin,autoimmune,https://forums.webmd.com/3/multiple-sclerosis-exchange/forum/4822?pg=1,1
turner syndrome,caffeine,endocrine disorders,https://scinapse.io/papers/2036734956,1
turner syndrome,wine,endocrine disorders,https://scinapse.io/papers/2522553516,1
turner syndrome,same,endocrine disorders,https://scinapse.io/papers/2027186577,1
turner syndrome,apple,endocrine disorders,https://scinapse.io/papers/2041929026,1
type 1 diabetes,iron,endocrine disorders,https://scinapse.io/papers/2806001520,1
type 1 diabetes,vitamin d,endocrine disorders,https://scinapse.io/papers/2139947754,3
type 1 diabetes,vitamin d,endocrine disorders,https://scinapse.io/papers/2139947754,3
type 1 diabetes,vitamin d,endocrine disorders,https://scinapse.io/papers/2139947754,3
type 1 diabetes,alpha-lipoic acid,endocrine disorders,https://nccih.nih.gov/health/diabetes/supplements,4
type 1 diabetes,chromium,endocrine disorders,https://nccih.nih.gov/health/diabetes/supplements,4
type 1 diabetes,chromium,endocrine disorders,https://nccih.nih.gov/health/diabetes/supplements,4
type 1 diabetes,sugar,endocrine disorders,https://nccih.nih.gov/health/diabetes/supplements,4
type 1 diabetes,vegetables,endocrine disorders,https://scinapse.io/papers/2098814104,1
type 1 diabetes,cocoa,endocrine disorders,https://scinapse.io/papers/2803946916,4
type 1 diabetes,chocolate,endocrine disorders,https://scinapse.io/papers/2803946916,4
type 1 diabetes,cocoa,endocrine disorders,https://scinapse.io/papers/2803946916,4
type 1 diabetes,sugar,endocrine disorders,https://scinapse.io/papers/2803946916,4
type 1 diabetes,coffee,endocrine disorders,https://scinapse.io/papers/2137151265,3
type 1 diabetes,sugar,endocrine disorders,https://scinapse.io/papers/2137151265,3
type 1 diabetes,tea,endocrine disorders,https://scinapse.io/papers/2137151265,3
type 1 diabetes,wine,endocrine disorders,https://scinapse.io/papers/2123150177,2
type 1 diabetes,beverage,endocrine disorders,https://scinapse.io/papers/2123150177,2
type 1 diabetes,juice,endocrine disorders,https://scinapse.io/papers/2052338006,1
type 1 diabetes,desserts,endocrine disorders,http://diabetes24hr.com/how.to.pronounce.diabetes.mellitus/diabetes-type-1-webmd=e7546,2
type 1 diabetes,potatoes,endocrine disorders,http://diabetes24hr.com/how.to.pronounce.diabetes.mellitus/diabetes-type-1-webmd=e7546,2
type 1 diabetes,chromium,endocrine disorders,https://www.webmd.com/diabetes/natural-remedies-type-2-diabetes#1,2
type 1 diabetes,chromium,endocrine disorders,https://www.webmd.com/diabetes/natural-remedies-type-2-diabetes#1,2
type 2 diabetes,zinc,endocrine disorders,https://scinapse.io/papers/2416752667,5
type 2 diabetes,chromium,endocrine disorders,https://scinapse.io/papers/2416752667,5
type 2 diabetes,chromium,endocrine disorders,https://scinapse.io/papers/2416752667,5
type 2 diabetes,copper,endocrine disorders,https://scinapse.io/papers/2416752667,5
type 2 diabetes,zinc,endocrine disorders,https://scinapse.io/papers/2416752667,5
type 2 diabetes,calcium,endocrine disorders,https://scinapse.io/papers/2560633563,6
type 2 diabetes,calcium,endocrine disorders,https://scinapse.io/papers/2560633563,6
type 2 diabetes,calcium,endocrine disorders,https://scinapse.io/papers/2560633563,6
type 2 diabetes,vitamin d,endocrine disorders,https://scinapse.io/papers/2560633563,6
type 2 diabetes,vitamin d,endocrine disorders,https://scinapse.io/papers/2560633563,6
type 2 diabetes,vitamin d,endocrine disorders,https://scinapse.io/papers/2560633563,6
type 2 diabetes,calcium,endocrine disorders,https://scinapse.io/papers/2096717361,7
type 2 diabetes,cade,endocrine disorders,https://scinapse.io/papers/2096717361,7
type 2 diabetes,calcium,endocrine disorders,https://scinapse.io/papers/2096717361,7
type 2 diabetes,calcium,endocrine disorders,https://scinapse.io/papers/2096717361,7
type 2 diabetes,vitamin d,endocrine disorders,https://scinapse.io/papers/2096717361,7
type 2 diabetes,vitamin d,endocrine disorders,https://scinapse.io/papers/2096717361,7
type 2 diabetes,vitamin d,endocrine disorders,https://scinapse.io/papers/2096717361,7
type 2 diabetes,calcium,endocrine disorders,https://scinapse.io/papers/2128348136,7
type 2 diabetes,calcium,endocrine disorders,https://scinapse.io/papers/2128348136,7
type 2 diabetes,calcium,endocrine disorders,https://scinapse.io/papers/2128348136,7
type 2 diabetes,vanadium,endocrine disorders,https://scinapse.io/papers/2128348136,7
type 2 diabetes,vitamin d,endocrine disorders,https://scinapse.io/papers/2128348136,7
type 2 diabetes,vitamin d,endocrine disorders,https://scinapse.io/papers/2128348136,7
type 2 diabetes,vitamin d,endocrine disorders,https://scinapse.io/papers/2128348136,7
type 2 diabetes,vitamin e,endocrine disorders,https://scinapse.io/papers/2102196442,2
type 2 diabetes,vitamin e,endocrine disorders,https://scinapse.io/papers/2102196442,2
type 2 diabetes,chromium,endocrine disorders,https://www.webmd.com/diabetes/natural-remedies-type-2-diabetes#1,2
type 2 diabetes,chromium,endocrine disorders,https://www.webmd.com/diabetes/natural-remedies-type-2-diabetes#1,2
type 2 diabetes,alpha-lipoic acid,endocrine disorders,https://nccih.nih.gov/health/diabetes/supplements,4
type 2 diabetes,chromium,endocrine disorders,https://nccih.nih.gov/health/diabetes/supplements,4
type 2 diabetes,chromium,endocrine disorders,https://nccih.nih.gov/health/diabetes/supplements,4
type 2 diabetes,sugar,endocrine disorders,https://nccih.nih.gov/health/diabetes/supplements,4
type 2 diabetes,vegetables,endocrine disorders,https://scinapse.io/papers/2098814104,1
type 2 diabetes,coffee,endocrine disorders,https://scinapse.io/papers/2137151265,3
type 2 diabetes,sugar,endocrine disorders,https://scinapse.io/papers/2137151265,3
type 2 diabetes,tea,endocrine disorders,https://scinapse.io/papers/2137151265,3
type 2 diabetes,wine,endocrine disorders,https://scinapse.io/papers/2123150177,2
type 2 diabetes,beverage,endocrine disorders,https://scinapse.io/papers/2123150177,2
type 2 diabetes,beans,endocrine disorders,https://www.medicalnewstoday.com/articles/317355.php,2
type 2 diabetes,sugar,endocrine disorders,https://www.medicalnewstoday.com/articles/317355.php,2
type 2 diabetes,ginseng,endocrine disorders,https://scinapse.io/papers/2003595252,3
type 2 diabetes,ginseng,endocrine disorders,https://scinapse.io/papers/2003595252,3
type 2 diabetes,ginseng,endocrine disorders,https://scinapse.io/papers/2003595252,3
type 2 diabetes,chromium,endocrine disorders,https://www.webmd.com/diabetes/natural-remedies-type-2-diabetes#1,2
type 2 diabetes,chromium,endocrine disorders,https://www.webmd.com/diabetes/natural-remedies-type-2-diabetes#1,2
type 2 diabetes,broccoli,endocrine disorders,https://abdurrouf10.blogspot.com/2018/03/alternative-treatments-for-diabetes.html,17
type 2 diabetes,buckwheat,endocrine disorders,https://abdurrouf10.blogspot.com/2018/03/alternative-treatments-for-diabetes.html,17
type 2 diabetes,chromium,endocrine disorders,https://abdurrouf10.blogspot.com/2018/03/alternative-treatments-for-diabetes.html,17
type 2 diabetes,chromium,endocrine disorders,https://abdurrouf10.blogspot.com/2018/03/alternative-treatments-for-diabetes.html,17
type 2 diabetes,fenugreek,endocrine disorders,https://abdurrouf10.blogspot.com/2018/03/alternative-treatments-for-diabetes.html,17
type 2 diabetes,sage,endocrine disorders,https://abdurrouf10.blogspot.com/2018/03/alternative-treatments-for-diabetes.html,17
type 2 diabetes,meditation,endocrine disorders,https://abdurrouf10.blogspot.com/2018/03/alternative-treatments-for-diabetes.html,17
type 2 diabetes,meditation,endocrine disorders,https://abdurrouf10.blogspot.com/2018/03/alternative-treatments-for-diabetes.html,17
type 2 diabetes,relaxation techniques,endocrine disorders,https://abdurrouf10.blogspot.com/2018/03/alternative-treatments-for-diabetes.html,17
type 2 diabetes,broccoli,endocrine disorders,https://abdurrouf10.blogspot.com/2018/03/alternative-treatments-for-diabetes.html,17
type 2 diabetes,buckwheat,endocrine disorders,https://abdurrouf10.blogspot.com/2018/03/alternative-treatments-for-diabetes.html,17
type 2 diabetes,okra,endocrine disorders,https://abdurrouf10.blogspot.com/2018/03/alternative-treatments-for-diabetes.html,17
type 2 diabetes,peas,endocrine disorders,https://abdurrouf10.blogspot.com/2018/03/alternative-treatments-for-diabetes.html,17
type 2 diabetes,seeds,endocrine disorders,https://abdurrouf10.blogspot.com/2018/03/alternative-treatments-for-diabetes.html,17
type 2 diabetes,spices,endocrine disorders,https://abdurrouf10.blogspot.com/2018/03/alternative-treatments-for-diabetes.html,17
type 2 diabetes,sugar,endocrine disorders,https://abdurrouf10.blogspot.com/2018/03/alternative-treatments-for-diabetes.html,17
type 2 diabetes,vegetables,endocrine disorders,https://abdurrouf10.blogspot.com/2018/03/alternative-treatments-for-diabetes.html,17
type 2 diabetes,alpha-lipoic acid,endocrine disorders,https://nccih.nih.gov/health/diabetes/supplements,4
type 2 diabetes,chromium,endocrine disorders,https://nccih.nih.gov/health/diabetes/supplements,4
type 2 diabetes,chromium,endocrine disorders,https://nccih.nih.gov/health/diabetes/supplements,4
type 2 diabetes,sugar,endocrine disorders,https://nccih.nih.gov/health/diabetes/supplements,4
ulcerative colitis,lactobacillus,autoimmune,https://scinapse.io/papers/1594919382,1
ulcerative colitis,fish oil,autoimmune,https://scinapse.io/papers/1525292546,7
ulcerative colitis,fish oil,autoimmune,https://scinapse.io/papers/1525292546,7
ulcerative colitis,fish oil,autoimmune,https://scinapse.io/papers/1525292546,7
ulcerative colitis,fish oil,autoimmune,https://scinapse.io/papers/1525292546,7
ulcerative colitis,fish,autoimmune,https://scinapse.io/papers/1525292546,7
ulcerative colitis,fish oil,autoimmune,https://scinapse.io/papers/1525292546,7
ulcerative colitis,oil,autoimmune,https://scinapse.io/papers/1525292546,7
ulcerative colitis,edta,autoimmune,https://scinapse.io/papers/2055180325,2
ulcerative colitis,iron,autoimmune,https://scinapse.io/papers/2055180325,2
ulcerative colitis,chicken,autoimmune,https://scinapse.io/papers/2089298736,2
ulcerative colitis,duck,autoimmune,https://scinapse.io/papers/2089298736,2
ulcerative colitis,same,autoimmune,https://www.webmd.com/ibd-crohns-disease/ulcerative-colitis/vitamins-and-supplements-for-ulcerative-colitis#1,1
ulcerative colitis,inulin,autoimmune,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4843040/,1
